"","National.Provider.Indentification","Plan.Name","Standardized.Add.1","Standardized.City","Standardized.State","Standardized.County.Name","Standardized.ZIP","License.Number","Medicaid.Provider.Identification.No","Provider.Primary.Specialty","Phone.Number"
"14775",1568778348,"Excellus Health Plan, Inc./Univera Healthcare","412 DAY HOLLOW RD","ENDICOTT","NY","Broome",13760,NA,3300272,"PHARMACY",7851756
"14782",1568778348,"MVP Health Plan, Inc.","412 DAY HOLLOW RD","ENDICOTT","NY","Broome",13760,"00030386",3300272,"PHARMACY",7851756
"14785",1578509576,"Excellus Health Plan, Inc.","158 S LITCHFIELD ST","FRANKFORT","NY","Herkimer",13340,NA,1688111,"AMBULANCE",8948621
"14786",1578509576,"Excellus Health Plan, Inc./Univera Healthcare","158 S LITCHFIELD ST","FRANKFORT","NY","Herkimer",13340,NA,1688111,"AMBULANCE",8948621
"14789",1578529954,"Excellus Health Plan, Inc./Univera Healthcare","1 NORTON AVE","ONEONTA","NY","Otsego",13820,"3801000H",3004157,"GENERAL HOSPITAL (ARTICLE 28)",4322000
"14790",1578529954,"Excellus Health Plan, Inc.","1 NORTON AVE","ONEONTA","NY","Otsego",13820,"3801000H",3004157,"GENERAL HOSPITAL (ARTICLE 28)",4322000
"14792",1578529954,"MVP Health Plan, Inc.","1 NORTON AVE","ONEONTA","NY","Otsego",13820,"3801000H",0,"GENERAL HOSPITAL (ARTICLE 28)",4315900
"14794",1578539607,"HealthNow of New York, Inc","5362 MUNGERS MILL RD","SILVER SPRINGS","NY","Wyoming",14550,"6027200R",356107,"NON INSTITUTIONAL LTC",7868890
"14795",1578539607,"HealthNow of New York, Inc: Medicaid","5362 MUNGERS MILL RD","SILVER SPRINGS","NY","Wyoming",14550,"6027200R",356107,"NON INSTITUTIONAL LTC",7868890
"14797",1578539607,"MVP Health Plan, Inc.","8 PERRY AVE","WARSAW","NY","Wyoming",14569,"06027600",356074,"HOME CARE - HOME HEALTH AIDE",7868890
"14798",1578554630,"Excellus Health Plan, Inc./Univera Healthcare","102 W SENECA ST","MANLIUS","NY","Onondaga",13104,"3301007H",99999999,"URGENT CARE",6826600
"14800",1578554630,"Excellus Health Plan, Inc.","102 W SENECA ST","MANLIUS","NY","Onondaga",13104,"3301007H",99999999,"URGENT CARE",6826600
"14802",1578554630,"HealthNow of New York, Inc","4900 BROAD RD","SYRACUSE","NY","Onondaga",13215,"3301007H",315004,"GENERAL HOSPITAL (ARTICLE 28)",4925011
"14803",1578554630,"MVP Health Plan, Inc.","4900 BROAD RD","SYRACUSE","NY","Onondaga",13215,"3301007H",0,"GENERAL HOSPITAL (ARTICLE 28)",4925011
"14804",1578554630,"MVP Health Plan, Inc.","550 HARRISON ST","SYRACUSE","NY","Onondaga",13202,"3301007H",0,"GENERAL HOSPITAL (ARTICLE 28)",4647701
"14805",1578554630,"Excellus Health Plan, Inc./Univera Healthcare","750 E ADAMS ST","SYRACUSE","NY","Onondaga",13210,"3301007H",354590,"GENERAL HOSPITAL (ARTICLE 28)",4644320
"14806",1578554630,"MVP Health Plan, Inc.","750 E ADAMS ST","SYRACUSE","NY","Onondaga",13210,"3301007H",0,"GENERAL HOSPITAL (ARTICLE 28)",4646863
"14807",1578554630,"Excellus Health Plan, Inc.","750 E ADAMS ST","SYRACUSE","NY","Onondaga",13210,"3301007H",354590,"GENERAL HOSPITAL (ARTICLE 28)",4644320
"14810",1578554630,"MVP Health Plan, Inc.","750 E ADAMS ST","SYRACUSE","NY","Onondaga",13210,"00000000",0,"TRANSPLANT SURGERY",4645540
"14812",1578554630,"MVP Health Plan, Inc.","750 E ADAMS ST","SYRACUSE","NY","Onondaga",13210,"00000000",0,"SURGICAL, GENERAL",4925036
"14813",1578554630,"HealthNow of New York, Inc","750 E ADAMS ST HEALTH SCIENCE CENTER AT","SYRACUSE","NY","Onondaga",13210,"3301007H",354590,"GENERAL HOSPITAL (ARTICLE 28)",4644240
"14814",1578561122,"Excellus Health Plan, Inc.","382 W CHURCH ST","ELMIRA","NY","Chemung",14901,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",7332694
"14816",1578561122,"Excellus Health Plan, Inc./Univera Healthcare","382 W CHURCH ST","ELMIRA","NY","Chemung",14901,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",7332694
"14818",1578565719,"Excellus Health Plan, Inc.","1124 E FAYETTE ST","SYRACUSE","NY","Onondaga",13210,NA,99999999,"DURABLE MEDICAL EQUIPMENT",4769697
"14819",1578565719,"Excellus Health Plan, Inc./Univera Healthcare","1124 E FAYETTE ST","SYRACUSE","NY","Onondaga",13210,NA,99999999,"DURABLE MEDICAL EQUIPMENT",4769697
"14822",1578565719,"HealthNow of New York, Inc","1124 E FAYETTE ST","SYRACUSE","NY","Onondaga",13210,"00888888",2047336,"DURABLE MEDICAL EQUIPMENT",4769697
"14823",1578565719,"MVP Health Plan, Inc.","1124 E FAYETTE ST","SYRACUSE","NY","Onondaga",13210,NA,99999999,"ORTHOPEDIC - CLINIC SPECIALTY",4769697
"14825",1578584934,"Excellus Health Plan, Inc.","15 TECHNOLOGY PL","EAST SYRACUSE","NY","Onondaga",13057,"1196L001",99999999,"HOME CARE - HOME HEALTH AIDE",4341980
"14826",1578584934,"Excellus Health Plan, Inc./Univera Healthcare","15 TECHNOLOGY PL","EAST SYRACUSE","NY","Onondaga",13057,"1196L001",99999999,"HOME CARE - HOME HEALTH AIDE",4341980
"14829",1578584934,"HealthNow of New York, Inc","15 TECHNOLOGY PL","EAST SYRACUSE","NY","Onondaga",13057,"99999999",88888888,"NURSING",4341980
"14830",1578584934,"HealthNow of New York, Inc","15 TECHNOLOGY PL","EAST SYRACUSE","NY","Onondaga",13057,NA,2719491,"PHARMACY",4341980
"14831",1578584934,"Excellus Health Plan, Inc.","15 TECHNOLOGY PL","EAST SYRACUSE","NY","Onondaga",13057,NA,2719491,"PHARMACY",4341980
"14832",1578584934,"Excellus Health Plan, Inc./Univera Healthcare","15 TECHNOLOGY PL","EAST SYRACUSE","NY","Onondaga",13057,NA,2719491,"PHARMACY",4341980
"14841",1578584934,"MVP Health Plan, Inc.","15 TECHNOLOGY PL","EAST SYRACUSE","NY","Onondaga",13057,"00027443",2719491,"PHARMACY",4341980
"14844",1578599866,"HealthNow of New York, Inc: Medicaid","5959 BIG TREE RD","ORCHARD PARK","NY","Erie",14127,NA,1750783,"DURABLE MEDICAL EQUIPMENT",2043200
"14845",1578599866,"HealthNow of New York, Inc","5959 BIG TREE RD","ORCHARD PARK","NY","Erie",14127,"99999999",99999999,"DURABLE MEDICAL EQUIPMENT",2043200
"14848",1578620795,"MVP Health Plan, Inc.","1400 NOYES ST","UTICA","NY","Oneida",13502,"4570210A",2996289,"MH OUTPATIENT (NON-RESIDENTIAL)",7382645
"14850",1578620795,"MVP Health Plan, Inc.","227 W DOMINICK ST","ROME","NY","Oneida",13440,"4570230A",2996289,"MH OUTPATIENT (NON-RESIDENTIAL)",3366230
"14852",1578624599,"Excellus Health Plan, Inc.","4988 STATE HIGHWAY 30","AMSTERDAM","NY","Montgomery",12010,"2801001N",99999999,"RADIOLOGY",8413100
"14853",1578624599,"Excellus Health Plan, Inc./Univera Healthcare","4988 STATE HIGHWAY 30","AMSTERDAM","NY","Montgomery",12010,"2801001N",99999999,"RADIOLOGY",8413100
"14856",1578627089,"Excellus Health Plan, Inc./Univera Healthcare","140A METRO PARK","ROCHESTER","NY","Monroe",14623,NA,99999999,"DURABLE MEDICAL EQUIPMENT",2870045
"14857",1578627089,"Excellus Health Plan, Inc.","140A METRO PARK","ROCHESTER","NY","Monroe",14623,NA,99999999,"DURABLE MEDICAL EQUIPMENT",2870045
"14860",1578627089,"Excellus Health Plan, Inc.","83 MAIN ST","MOUNT MORRIS","NY","Livingston",14510,NA,99999999,"DURABLE MEDICAL EQUIPMENT",6583910
"14861",1578627089,"Excellus Health Plan, Inc./Univera Healthcare","83 MAIN ST","MOUNT MORRIS","NY","Livingston",14510,NA,99999999,"DURABLE MEDICAL EQUIPMENT",6583910
"14864",1578627089,"Excellus Health Plan, Inc./Univera Healthcare","85 WOODRIDGE DR","BUFFALO","NY","Erie",14228,NA,99999999,"DURABLE MEDICAL EQUIPMENT",2870045
"14865",1578627089,"Excellus Health Plan, Inc.","85 WOODRIDGE DR","BUFFALO","NY","Erie",14228,NA,99999999,"DURABLE MEDICAL EQUIPMENT",2870045
"14868",1578640298,"Excellus Health Plan, Inc.","1099 JAY ST","ROCHESTER","NY","Monroe",14611,NA,2996312,"OUTPATIENT CHEMICAL DEPENDENCE WITHDRAWL",3280740
"14870",1578640298,"Excellus Health Plan, Inc./Univera Healthcare","1099 JAY ST","ROCHESTER","NY","Monroe",14611,NA,2996312,"OUTPATIENT CHEMICAL DEPENDENCE WITHDRAWL",3280740
"14872",1578640298,"MVP Health Plan, Inc.","247 N GOODMAN ST","ROCHESTER","NY","Monroe",14607,"11071136",99999999,"OMH PSYCH CTR/OASAS ASA INPATIENT",6275892
"14874",1578640298,"Excellus Health Plan, Inc./Univera Healthcare","274 N GOODMAN ST","ROCHESTER","NY","Monroe",14607,NA,2996312,"OUTPATIENT CHEMICAL DEPENDENCE WITHDRAWL",6275892
"14875",1578640298,"Excellus Health Plan, Inc.","274 N GOODMAN ST","ROCHESTER","NY","Monroe",14607,NA,2996312,"OUTPATIENT CHEMICAL DEPENDENCE WITHDRAWL",6275892
"14878",1578640298,"MVP Health Plan, Inc.","3300 DEWEY AVE","ROCHESTER","NY","Monroe",14616,"11071136",99999999,"OMH PSYCH CTR/OASAS ASA INPATIENT",8651550
"14880",1578640298,"Excellus Health Plan, Inc.","3300 DEWEY AVE","ROCHESTER","NY","Monroe",14616,NA,2996312,"OUTPATIENT CHEMICAL DEPENDENCE WITHDRAWL",8651550
"14882",1578640298,"Excellus Health Plan, Inc./Univera Healthcare","3300 DEWEY AVE","ROCHESTER","NY","Monroe",14616,NA,2996312,"OUTPATIENT CHEMICAL DEPENDENCE WITHDRAWL",8651550
"14884",1578640298,"MVP Health Plan, Inc.","3300 DEWEY AVE","ROCHESTER","NY","Monroe",14616,"18091162",2996312,"MH OUTPATIENT (NON-RESIDENTIAL)",8651550
"14885",1578640298,"Excellus Health Plan, Inc./Univera Healthcare","3300 DEWEY AVE","ROCHESTER","NY","Monroe",14616,NA,2996312,"MENTAL HEALTH INPATIENT",8651550
"14886",1578640298,"Excellus Health Plan, Inc.","3300 DEWEY AVE","ROCHESTER","NY","Monroe",14616,NA,2996312,"MENTAL HEALTH INPATIENT",8651550
"14889",1578644126,"MVP Health Plan, Inc.","513 W UNION ST","NEWARK","NY","Wayne",14513,NA,99999999,"DURABLE MEDICAL EQUIPMENT",3318440
"14890",1578644126,"HealthNow of New York, Inc","513 W UNION ST","NEWARK","NY","Wayne",14513,"99999999",99999999,"DURABLE MEDICAL EQUIPMENT",3318440
"14891",1578644126,"HealthNow of New York, Inc: Medicaid","513 W UNION ST","NEWARK","NY","Wayne",14513,NA,2977122,"DURABLE MEDICAL EQUIPMENT",3318440
"14892",1578656302,"MVP Health Plan, Inc.","1 MURRAY HILL DR","MOUNT MORRIS","NY","Livingston",14510,"6931100C",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",2437250
"14894",1578656302,"MVP Health Plan, Inc.","4600 MILLENNIUM DR","GENESEO","NY","Livingston",14454,NA,1662211,"MH OUTPATIENT (NON-RESIDENTIAL)",2437250
"14895",1578656302,"MVP Health Plan, Inc.","4600 MILLENNIUM DR","GENESEO","NY","Livingston",14454,"6931100C",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",2437250
"14896",1578656302,"MVP Health Plan, Inc.","4600 MILLENNIUM DR","GENESEO","NY","Livingston",14454,"6931100A",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",2437250
"14897",1578662821,"Excellus Health Plan, Inc.","5942 S SALINA ST","SYRACUSE","NY","Onondaga",13205,NA,482797,"PHARMACY",4693254
"14898",1578662821,"Excellus Health Plan, Inc./Univera Healthcare","5942 S SALINA ST","SYRACUSE","NY","Onondaga",13205,NA,482797,"PHARMACY",4693254
"14903",1578662821,"MVP Health Plan, Inc.","5942 S SALINA ST","SYRACUSE","NY","Onondaga",13205,"00024030",482797,"PHARMACY",4693254
"14906",1578662821,"HealthNow of New York, Inc","5942 S SALINA ST","SYRACUSE","NY","Onondaga",13205,NA,482797,"PHARMACY",4693254
"14911",1578662839,"Excellus Health Plan, Inc./Univera Healthcare","3349 MONROE AVE","ROCHESTER","NY","Monroe",14618,NA,446855,"PHARMACY",3835650
"14912",1578662839,"Excellus Health Plan, Inc.","3349 MONROE AVE","ROCHESTER","NY","Monroe",14618,NA,446855,"PHARMACY",3835650
"14913",1578662839,"MVP Health Plan, Inc.","3349 MONROE AVE","ROCHESTER","NY","Monroe",14618,"00024005",446855,"PHARMACY",3835650
"14915",1578662839,"HealthNow of New York, Inc","3349 MONROE AVE","ROCHESTER","NY","Monroe",14618,NA,446855,"PHARMACY",3835650
"14925",1578663845,"Excellus Health Plan, Inc.","48 COLONIAL DR","HORSEHEADS","NY","Chemung",14845,"0722304N",365866,"INSTITUTIONAL LTC",7393654
"14926",1578663845,"Excellus Health Plan, Inc./Univera Healthcare","48 COLONIAL DR","HORSEHEADS","NY","Chemung",14845,"0722304N",365866,"INSTITUTIONAL LTC",7393654
"14929",1578682381,"Excellus Health Plan, Inc.","3300 JAMES ST","SYRACUSE","NY","Onondaga",13206,NA,99999999,"OMH PSYCH CTR/OASAS ASA INPATIENT",6712202
"14930",1578682381,"Excellus Health Plan, Inc./Univera Healthcare","3300 JAMES ST","SYRACUSE","NY","Onondaga",13206,NA,99999999,"OMH PSYCH CTR/OASAS ASA INPATIENT",6712202
"14933",1578682381,"Excellus Health Plan, Inc./Univera Healthcare","95 JOHN MUIR DR","BUFFALO","NY","Erie",14228,NA,99999999,"OMH PSYCH CTR/OASAS ASA INPATIENT",4220300
"14934",1578682381,"Excellus Health Plan, Inc.","95 JOHN MUIR DR","BUFFALO","NY","Erie",14228,NA,99999999,"OMH PSYCH CTR/OASAS ASA INPATIENT",4220300
"14939",1578744819,"Excellus Health Plan, Inc.","1460 S PARK AVE","BUFFALO","NY","Erie",14220,NA,1476791,"PHARMACY",5152060
"14941",1578744819,"HealthNow of New York, Inc: Medicaid","1460 S PARK AVE","BUFFALO","NY","Erie",14220,NA,1476791,"PHARMACY",5152060
"14942",1578744819,"Excellus Health Plan, Inc./Univera Healthcare","1460 S PARK AVE","BUFFALO","NY","Erie",14220,NA,1476791,"PHARMACY",5152060
"14949",1578744819,"HealthNow of New York, Inc","1460 S PARK AVE","BUFFALO","NY","Erie",14220,NA,1476791,"PHARMACY",5152060
"14951",1578744819,"MVP Health Plan, Inc.","1460 S PARK AVE","BUFFALO","NY","Erie",14220,"00022103",1476791,"PHARMACY",5152060
"14954",1578777199,"Excellus Health Plan, Inc./Univera Healthcare","450 MARGARET ST","PLATTSBURGH","NY","Clinton",12901,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",5615180
"14955",1578777199,"Excellus Health Plan, Inc.","450 MARGARET ST","PLATTSBURGH","NY","Clinton",12901,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",5615180
"14958",1578810008,"MVP Health Plan, Inc.","241 N COMRIE AVE","JOHNSTOWN","NY","Fulton",12095,"00031544",3580898,"PHARMACY",7362426
"14959",1578810008,"Excellus Health Plan, Inc./Univera Healthcare","241 N COMRIE AVE","JOHNSTOWN","NY","Fulton",12095,NA,3580898,"PHARMACY",7362426
"14960",1578810008,"HealthNow of New York, Inc","241 N COMRIE AVE","JOHNSTOWN","NY","Fulton",12095,NA,3580898,"PHARMACY",7362426
"14962",1578810008,"Excellus Health Plan, Inc.","241 N COMRIE AVE","JOHNSTOWN","NY","Fulton",12095,NA,3580898,"PHARMACY",7362426
"14973",1578858262,"Excellus Health Plan, Inc.","3038 BAILEY AVE","BUFFALO","NY","Erie",14215,NA,3679210,"PHARMACY",8224400
"14974",1578858262,"Excellus Health Plan, Inc./Univera Healthcare","3038 BAILEY AVE","BUFFALO","NY","Erie",14215,NA,3679210,"PHARMACY",8224400
"14975",1578858262,"HealthNow of New York, Inc: Medicaid","3038 BAILEY AVE","BUFFALO","NY","Erie",14215,NA,3679210,"PHARMACY",8224400
"14981",1578858262,"MVP Health Plan, Inc.","3038 BAILEY AVE","BUFFALO","NY","Erie",14215,"00030656",3679210,"PHARMACY",8224400
"14987",1578858262,"HealthNow of New York, Inc","3038 BAILEY AVE","BUFFALO","NY","Erie",14215,NA,3679210,"PHARMACY",8224400
"14989",1588046361,"HealthNow of New York, Inc: Medicaid","6500 PORTER RD","NIAGARA FALLS","NY","Niagara",14304,NA,99999999,"GENERAL SURGERY",2852020
"14990",1588046361,"HealthNow of New York, Inc","6500 PORTER RD","NIAGARA FALLS","NY","Niagara",14304,"3102208R",4438693,"HOSP-BASED/FREESTANDING AMBULAT SURGERY",2852020
"14991",1588046361,"MVP Health Plan, Inc.","6500 PORTER RD","NIAGARA FALLS","NY","Niagara",14304,"00000000",0,"HOSP-BASED/FREESTANDING AMBULAT SURGERY",2852020
"14993",1588602064,"Excellus Health Plan, Inc./Univera Healthcare","211 E MAIN ST","BATAVIA","NY","Genesee",14020,NA,357497,"PRIVATE PSYCH & ASA INPATIENT",3441421
"14994",1588602064,"Excellus Health Plan, Inc.","211 E MAIN ST","BATAVIA","NY","Genesee",14020,NA,357497,"PRIVATE PSYCH & ASA INPATIENT",3441421
"14997",1588602064,"Excellus Health Plan, Inc.","5130 E MAIN STREET RD","BATAVIA","NY","Genesee",14020,NA,357497,"PRIVATE PSYCH & ASA INPATIENT",3441421
"14998",1588602064,"Excellus Health Plan, Inc./Univera Healthcare","5130 E MAIN STREET RD","BATAVIA","NY","Genesee",14020,NA,357497,"PRIVATE PSYCH & ASA INPATIENT",3441421
"15001",1588602064,"MVP Health Plan, Inc.","5130 E MAIN STREET RD","BATAVIA","NY","Genesee",14020,"6866120A",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",3441421
"15002",1588602064,"MVP Health Plan, Inc.","5130 E MAIN STREET RD","BATAVIA","NY","Genesee",14020,"6866120A",2996358,"MH OUTPATIENT (NON-RESIDENTIAL)",3441421
"15003",1588602064,"HealthNow of New York, Inc: Medicaid","5130 E MAIN STREET RD","BATAVIA","NY","Genesee",14020,NA,2996358,"MH OUTPATIENT (NON-RESIDENTIAL)",3441421
"15004",1588602064,"HealthNow of New York, Inc","5130 E MAIN STREET RD","BATAVIA","NY","Genesee",14020,"99999999",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",3441421
"15006",1588602064,"HealthNow of New York, Inc: Medicaid","5130 E MAIN STREET RD","BATAVIA","NY","Genesee",14020,NA,2996358,"MENTAL HEALTH INPATIENT",3441421
"15007",1588609879,"MVP Health Plan, Inc.","6035 CORPORATE DR","EAST SYRACUSE","NY","Onondaga",13057,NA,99999999,"DURABLE MEDICAL EQUIPMENT",2529800
"15008",1588609879,"HealthNow of New York, Inc","932 SPENCER ST","SYRACUSE","NY","Onondaga",13204,"99999999",99999999,"DURABLE MEDICAL EQUIPMENT",4720461
"15009",1588609879,"HealthNow of New York, Inc: Medicaid","932 SPENCER ST","SYRACUSE","NY","Onondaga",13204,NA,2219038,"OTHER",4720461
"15010",1588631733,"HealthNow of New York, Inc","246 MANNYS CORNERS RD","AMSTERDAM","NY","Montgomery",12010,"4152500F",99999999,"HOSPICE CARE",8435412
"15011",1588631733,"MVP Health Plan, Inc.","246 MANNYS CORNERS RD","AMSTERDAM","NY","Montgomery",12010,"4152500F",0,"HOSPICE CARE",2858150
"15012",1588631733,"MVP Health Plan, Inc.","MANNYS CORNER","AMSTERDAM","NY","Montgomery",12010,"4152500F",955739,"HOSPICE CARE",8435412
"15013",1588632632,"MVP Health Plan, Inc.","1212 DRIVING PARK AVE","NEWARK","NY","Wayne",14513,"00000000",0,"RADIOLOGY",5322022
"15014",1588632632,"MVP Health Plan, Inc.","1277 PORTLAND AVE","ROCHESTER","NY","Monroe",14621,"00000000",0,"RADIOLOGY",4677210
"15015",1588632632,"MVP Health Plan, Inc.","1296 PORTLAND AVE","ROCHESTER","NY","Monroe",14621,"00000000",0,"RADIOLOGY",2663299
"15016",1588632632,"MVP Health Plan, Inc.","1415 PORTLAND AVE","ROCHESTER","NY","Monroe",14621,"00000000",0,"RADIOLOGY",3365000
"15017",1588632632,"MVP Health Plan, Inc.","1425 PORTLAND AVE","ROCHESTER","NY","Monroe",14621,"00000000",0,"RADIOLOGY",9224000
"15018",1588632632,"MVP Health Plan, Inc.","170 CROSS KEYS PARK","FAIRPORT","NY","Monroe",14450,"00000000",0,"RADIOLOGY",2231945
"15019",1588649131,"MVP Health Plan, Inc.","1 BRIDGE ST","CORNING","NY","Steuben",14830,"00019707",967804,"PHARMACY",9378307
"15020",1588649131,"Excellus Health Plan, Inc.","24 S BRIDGE ST","CORNING","NY","Steuben",14830,NA,967804,"PHARMACY",9378307
"15021",1588649131,"HealthNow of New York, Inc","24 S BRIDGE ST","CORNING","NY","Steuben",14830,NA,967804,"PHARMACY",9378307
"15023",1588649131,"Excellus Health Plan, Inc./Univera Healthcare","24 S BRIDGE ST","CORNING","NY","Steuben",14830,NA,967804,"PHARMACY",9378307
"15024",1588649131,"HealthNow of New York, Inc: Medicaid","24 S BRIDGE ST","CORNING","NY","Steuben",14830,NA,967804,"PHARMACY",9378307
"15035",1588650873,"Excellus Health Plan, Inc.","700 E BRIGHTON AVE","SYRACUSE","NY","Onondaga",13205,"3301327N",483894,"LABORATORY",4695561
"15037",1588650873,"Excellus Health Plan, Inc./Univera Healthcare","700 E BRIGHTON AVE","SYRACUSE","NY","Onondaga",13205,"3301327N",483894,"LABORATORY",4695561
"15039",1588650873,"HealthNow of New York, Inc","700 E BRIGHTON AVE","SYRACUSE","NY","Onondaga",13205,"3301327N",483894,"INSTITUTIONAL LTC",4695561
"15040",1588650873,"HealthNow of New York, Inc","700 E BRIGHTON AVE","SYRACUSE","NY","Onondaga",13205,"3301327N",483894,"NURSING HOME CARE SHORT TERM REHAB",4695561
"15041",1588681654,"MVP Health Plan, Inc.","43 STEPHENVILLE ST","MASSENA","NY","St. Lawrence",13662,"00023373",1413652,"PHARMACY",7691078
"15042",1588681654,"Excellus Health Plan, Inc./Univera Healthcare","49 SMITH RD","MASSENA","NY","St. Lawrence",13662,NA,1413652,"PHARMACY",7691078
"15044",1588681654,"Excellus Health Plan, Inc.","49 SMITH RD","MASSENA","NY","St. Lawrence",13662,NA,1413652,"PHARMACY",7691078
"15045",1588681654,"HealthNow of New York, Inc","49 SMITH RD","MASSENA","NY","St. Lawrence",13662,NA,1413652,"PHARMACY",7691078
"15058",1588686596,"Excellus Health Plan, Inc.","201 E GREEN ST","ITHACA","NY","Tompkins",14850,NA,357891,"PRIVATE PSYCH & ASA INPATIENT",2746305
"15059",1588686596,"Excellus Health Plan, Inc./Univera Healthcare","201 E GREEN ST","ITHACA","NY","Tompkins",14850,NA,357891,"PRIVATE PSYCH & ASA INPATIENT",2746305
"15062",1588686596,"MVP Health Plan, Inc.","201 E GREEN ST","ITHACA","NY","Tompkins",14850,"6892100A",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",2746200
"15063",1588693279,"Excellus Health Plan, Inc.","110 E STEUBEN ST","BATH","NY","Steuben",14810,NA,99999999,"AMBULANCE",6351789
"15065",1588693279,"Excellus Health Plan, Inc./Univera Healthcare","110 E STEUBEN ST","BATH","NY","Steuben",14810,NA,99999999,"AMBULANCE",6351789
"15067",1588694749,"MVP Health Plan, Inc.","105 LEILANIS LN","NORWICH","NY","Chenango",13815,"6861100A",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",3371680
"15069",1588694749,"MVP Health Plan, Inc.","COUNTY OFFICE BUILDING 5 COURT ST","NORWICH","NY","Chenango",13815,"6861100A",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",3371600
"15072",1588729909,"Excellus Health Plan, Inc.","507 LENOX AVE","ONEIDA","NY","Madison",13421,NA,969746,"PHARMACY",3631750
"15074",1588729909,"Excellus Health Plan, Inc./Univera Healthcare","507 LENOX AVE","ONEIDA","NY","Madison",13421,NA,969746,"PHARMACY",3631750
"15076",1588729909,"MVP Health Plan, Inc.","507 LENOX AVE","ONEIDA","NY","Madison",13421,"00019003",969746,"PHARMACY",3631750
"15085",1588729909,"HealthNow of New York, Inc","507 LENOX AVE","ONEIDA","NY","Madison",13421,NA,969746,"PHARMACY",3631750
"15086",1588734552,"HealthNow of New York, Inc","173 MARKET ST","POTSDAM","NY","St. Lawrence",13676,NA,2837185,"PHARMACY",2656192
"15087",1588734552,"Excellus Health Plan, Inc.","173 MARKET ST","POTSDAM","NY","St. Lawrence",13676,NA,2837185,"PHARMACY",2656192
